게임 이름,할인 시작일,플랫폼 이름,할인 지속시간,할인율,원가,할인가,이전과 비교한 할인가격
dead-by-daylight-the-walking-dead,2025-07-30,Microsoft Store,,0%,8500,8500,NoData
dead-by-daylight-the-walking-dead,2025-07-30,Epic Game Store,,0%,8500,8500,NoData
dead-by-daylight-the-walking-dead,2025-07-30,Steam,,0%,8500,8500,NoData
dead-by-daylight-the-walking-dead,2025-07-30,GreenManGaming,,0%,8500,8500,NoData
