게임 이름,할인 시작일,플랫폼 이름,할인율,원가,할인가
witchfire,2025-07-29,Steam,20%,42000,33600
witchfire,2025-07-11,Steam,0%,42000,42000
witchfire,2025-06-27,Steam,10%,42000,37800
witchfire,2025-03-21,Steam,0%,42000,42000
witchfire,2025-03-14,Steam,10%,42000,37800
witchfire,2025-01-03,Steam,0%,42000,42000
witchfire,2024-12-20,Steam,10%,42000,37800
witchfire,2024-12-08,Steam,0%,42000,42000
