이름,링크,이미지,할인률,할인가,정가,DRM
Battlefleet Gothic: Armada 2,https://www.greenmangaming.com/games/battlefleet-gothic-armada-2/,https://images.greenmangaming.com/95adddc6d5a442dbac8d8485a90dd003/611a09fc574e44d3a61bb097e01b96de.jpg,-80%,"₩6,100","₩30,300",Steam
Overcooked,https://www.greenmangaming.com/games/overcooked/,https://images.greenmangaming.com/bce3aa9c919e45e898a8f14f8d17eacb/4ab78e2a981a45809d3a415f490bd71d.jpg,-82%,"₩3,300","₩18,000",Steam
Warhammer: Vermintide 2 - Collector's Edition,https://www.greenmangaming.com/games/warhammer-vermintide-2-collectors-edition-ztorm-4bf596dd-en.aspx/,https://images.greenmangaming.com/1a2a565e4dd14df4b735e1478be3a654/714fab6572fc4aaca15d67054e060ac9.jpg,-80%,"₩8,600","₩42,600",Steam
Darksiders II: Deathinitive Edition,https://www.greenmangaming.com/games/darksiders-ii-deathinitive-edition/,https://images.greenmangaming.com/3fc9128d2b764b40a359a7fa316f158b/66e079546dcd47c7a8c7ddb433d4156c.jpg,-80%,"₩6,000","₩30,000",Steam
Sniper Elite V2 Remastered,https://www.greenmangaming.com/games/sniper-elite-v2-remastered-pc/,https://images.greenmangaming.com/63cdf64f197348789565669bc4df1490/30dbcfd9a338461cb41af2f3b88076d4.jpg,-83%,"₩6,200","₩37,500",Steam
Aragami,https://www.greenmangaming.com/games/aragami/,https://images.greenmangaming.com/ab29028bcc49477ca0c19e60c7b46b11/1a5a1241a274452aa4f1b70420740da7.jpg,-80%,"₩4,300","₩21,500",Steam
Death end re;Quest - Deluxe Bundle,https://www.greenmangaming.com/games/death-end-request-deluxe-bundle-pc/,https://images.greenmangaming.com/1b1c54da936c4a409363c2d2a66fc724/8048895c711b403c9157d3f1b6325337.jpg,-80%,"₩6,700","₩33,200",Steam
Insurmountable,https://www.greenmangaming.com/games/insurmountable-pc/,https://images.greenmangaming.com/ec093f64249245628a1f35a5a7e4e9f6/56a04973ecae4583869cd9174bc9f7f1.jpg,-84%,"₩4,400","₩27,000",Steam
Wolfenstein: The New Order,https://www.greenmangaming.com/games/wolfenstein-the-new-order-pc/,https://images.greenmangaming.com/83c516993f514f49a2050e56cd83594d/f64fead1220e405ca92bb89d93e31cbe.jpg,-77%,"₩5,200","₩23,100",Steam
The Amazing American Circus - The Ringmaster's Edition,https://www.greenmangaming.com/games/the-amazing-american-circus-ringmasters-edition-pc/,https://images.greenmangaming.com/fd3f06e473b8412691e577a36052bea9/1bcb315e8f8a497c8ab86cb92733c01e.jpg,-85%,"₩3,300","₩22,000",Steam
The Amazing American Circus,https://www.greenmangaming.com/games/the-amazing-american-circus-pc/,https://images.greenmangaming.com/b5baba4c4ee64a18876bf5b097222ff3/503f58dda1e74d2fbfa98ceb9cbe385f.jpg,-85%,"₩2,500","₩16,500",Steam
RAGE 2,https://www.greenmangaming.com/games/rage-2-pc/,https://images.greenmangaming.com/dc2b4a1e6d05432084a88307b020c355/81b9d5b4b97f4a538efebbcc03896630.jpg,-82%,"₩7,900","₩44,500",Steam
Final Fantasy Tactics - The Ivalice Chronicles,https://www.greenmangaming.com/games/final-fantasy-tactics-the-ivalice-chronicles-pc/,https://images.greenmangaming.com/083a8f1a2fe34823a62e6c5f27f14e20/996c44ed113b4f5f8286f379ab685653.jpg,0%,"₩59,800","₩59,800",Steam
Biped,https://www.greenmangaming.com/games/biped-pc/,https://images.greenmangaming.com/1535390430a04cd187b2aa59ef27e229/c1264e42a52b4ab885f7f9386f49747a.jpg,-80%,"₩3,100","₩15,500",Steam
DEATHLOOP - Deluxe Edition,https://www.greenmangaming.com/games/deathloop-deluxe-edition-pc/,https://images.greenmangaming.com/95843ddffab14c4bbb6c48f54c800927/c15af1df674c46f48126f1f07fb95647.jpg,-82%,"₩15,900","₩89,900",Steam
The Great War: Western Front,https://www.greenmangaming.com/games/the-great-war-western-front-pc/,https://images.greenmangaming.com/0aac66e476884b019a7c58647f71eca0/c2c908d5162d4a938e193d6bd7e96129.jpg,-83%,"₩6,400","₩37,500",Steam
Super Bullet Break,https://www.greenmangaming.com/games/super-bullet-break-pc/,https://images.greenmangaming.com/95262468b4af4a889c8e4c4f5e5c6fa2/38a2c351547547bdaed7c19f378e6902.jpg,-83%,"₩3,700","₩21,500",Steam
Fairy Fencer F: Refrain Chord Deluxe Edition,https://www.greenmangaming.com/games/fairy-fencer-f-refrain-chord-deluxe-edition-pc/,https://images.greenmangaming.com/8713ad38a0f64aa6aefd34270752dba7/5263e9f604af41f2864e4603a475431c.jpg,-80%,"₩14,700","₩73,500",Steam
Torchlight,https://www.greenmangaming.com/games/torchlight-pc/,https://images.greenmangaming.com/0e4c4be2d3704e68a6e9e3ce820698e6/afbd72f46c2549c7a4c6864e496f03ee.jpg,-83%,"₩2,800","₩16,000",Steam
Sid Meier’s Civilization® VI Anthology,https://www.greenmangaming.com/games/sid-meiers-civilization-vi-anthology-pc/,https://images.greenmangaming.com/f63d4a16a27d47a194a066c993f2172f/c2b637e1c840470191acb002d27651f6.jpg,-73%,"₩29,600","₩109,100",Steam
Borderlands 3: Ultimate Edition (EPIC),https://www.greenmangaming.com/games/borderlands-3-ultimate-edition-epic-pc/,https://images.greenmangaming.com/1b7ae894948e41018b80a46f55476f9f/cd3ece08e76b4778b3060cb372b0f6c5.jpg,-77%,"₩26,400","₩116,900",Epic Games
The Great War: Western Front Victory Edition,https://www.greenmangaming.com/games/the-great-war-western-front-victory-edition-pc/,https://images.greenmangaming.com/edf99d29fe894a408004ced47cbc9748/f0cec28dc6244329983b729a13b4fcab.jpg,-83%,"₩7,400","₩43,000",Steam
Darksiders III,https://www.greenmangaming.com/games/darksiders-iii/,https://images.greenmangaming.com/4e19831f64334434b4291fc63f00d07d/fdcd044e89b74c45bf5946e26929f66e.jpg,-80%,"₩8,200","₩41,000",Steam
HunieCam Studio,https://www.greenmangaming.com/games/huniecam-studio/,https://images.greenmangaming.com/8e8f8706a8be4bfabfd3f8a9515aff3c/7cfec9de6c374b3db58e18d9adb59e31.jpg,-82%,"₩1,400","₩7,800",Steam
Darksiders Warmastered Edition,https://www.greenmangaming.com/games/darksiders-warmastered-edition-pc/,https://images.greenmangaming.com/4f83b6c3b49a49d5b72cb9e6555ba4e1/d0ef95fb7d8048708e6ef8a81c12b29a.jpg,-80%,"₩4,000","₩20,000",Steam
The Outer Worlds: Spacer’s Choice Edition,https://www.greenmangaming.com/games/the-outer-worlds-spacers-choice-edition-pc/,https://images.greenmangaming.com/fd6e3a132cbb44a1ae341d8ecc07764d/cdd6ac884ff14e1893fc6f2884b71ac5.jpg,-70%,"₩20,400","₩67,800",Steam
Neptunia x SENRAN KAGURA: Ninja Wars,https://www.greenmangaming.com/games/neptunia-x-senran-kagura-ninja-wars-pc/,https://images.greenmangaming.com/f1fc8c57318b484fb08362aadd095342/2afea08264924c83879c7dc83593cc73.jpg,-80%,"₩10,200","₩51,000",Steam
Train Sim World® 5,https://www.greenmangaming.com/games/train-sim-world-5-pc/,https://images.greenmangaming.com/53599a9148944317939f1ff699f2be92/e5dcebc73351451493e78e3921ec9075.jpg,-80%,"₩10,600","₩53,000",Steam
Lara Croft GO,https://www.greenmangaming.com/games/lara-croft-go/,https://images.greenmangaming.com/6190678903734fd4afecfe2180800524/3020ac6a78ae4b82ae2601b2a3f16499.jpg,-82%,"₩2,000","₩11,000",Steam
The Knight Witch,https://www.greenmangaming.com/games/the-knight-witch-pc/,https://images.greenmangaming.com/95cdf0548d1d4041ae7b5f1a57fbbbea/854462bbb12e4aa68b5e2932f95d20bc.jpg,-82%,"₩4,100","₩22,500",Steam
You Suck at Parking™,https://www.greenmangaming.com/games/you-suck-at-parking-pc/,https://images.greenmangaming.com/17b8f35522e646f99b2a0abb73e2a2e2/af672650b4ca41ae9c53a11129aaf88f.jpg,-83%,"₩3,700","₩21,500",Steam
GreedFall,https://www.greenmangaming.com/games/greedfall-pc/,https://images.greenmangaming.com/f344a569e05e4e508a5363eab822228f/1909a909c5c448e584736c11d1e31bbb.jpg,-80%,"₩10,600","₩53,000",Steam
Chef Life: A Restaurant Simulator,https://www.greenmangaming.com/games/chef-life-a-restaurant-simulator-pc/,https://images.greenmangaming.com/1cbaa4be69fd49258eeccd4eb368e9a1/7d58d1b85ab04a00a6d371311b42943b.jpg,-84%,"₩5,200","₩32,000",Steam
AO Tennis 2,https://www.greenmangaming.com/games/ao-tennis-2-pc/,https://images.greenmangaming.com/739cbf0ae2a3495dbab40cafdb7d79ad/ea76010b8f8545a88fb2cff3e507959f.jpg,-84%,"₩9,800","₩61,000",Steam
American Fugitive,https://www.greenmangaming.com/games/american-fugitive-pc/,https://images.greenmangaming.com/8ca619f077cb497990205a88a76085db/f19b24ba6d77441da9340cde5262de20.jpg,-83%,"₩3,500","₩20,500",Steam
Fishing Sim World®: Pro Tour + Giant Carp Pack,https://www.greenmangaming.com/games/fishing-sim-world-pro-tour-giant-carp-pack-bundle-pc/,https://images.greenmangaming.com/f41bfe2b7df048288f2853b80d4f021f/7f818db614d4474aaf77226f2fd4510e.jpg,-80%,"₩7,100","₩35,500",Steam
Hob,https://www.greenmangaming.com/games/hob-pc/,https://images.greenmangaming.com/3c0bfcedbd244c4c84cdd8a3d71e400c/33a0619fa776435fbfec8da56472d0ab.jpg,-83%,"₩3,600","₩21,000",Steam
Mars: War Logs,https://www.greenmangaming.com/games/mars-war-logs/,https://images.greenmangaming.com/7dfae195c11f4351ad6daec69380050f/a3653dd7de1a4e568ac165e7e15a38b6.jpg,-79%,"₩1,600","₩7,600",Steam
Yield! Fall of Rome,https://www.greenmangaming.com/games/yield-fall-of-rome-pc/,https://images.greenmangaming.com/aedbf9996e8f4179ba66709ab128a0bf/b07ebbe48e744db6afd5e0d327210350.jpg,-50%,"₩12,000","₩24,000",Steam
Worms Armageddon,https://www.greenmangaming.com/games/worms-armageddon/,https://images.greenmangaming.com/531311aed43a436b8fed42069d3cf08f/9f017dd4e07449cfa3de4f135f79ab58.jpg,-82%,"₩2,900","₩16,000",Steam
Re-Legion - Deluxe_Edition_,https://www.greenmangaming.com/games/re-legion-deluxe_edition_/,https://images.greenmangaming.com/147321c9cb7f46b8bc328f252e34ce3d/fd609b67395e4001ac6b2a3767ca78f7.jpg,-82%,"₩2,800","₩15,900",Steam
Train Simulator 2021,https://www.greenmangaming.com/games/train-simulator-2021-pc/,https://images.greenmangaming.com/bf83cf770fb741e8a310134ece0e2014/1c87405dc5964d2489805cf3e6fe291c.jpg,-80%,"₩6,200","₩31,000",Steam
Bad North: Jotunn Edition,https://www.greenmangaming.com/games/bad-north-jotunn-edition-pc/,https://images.greenmangaming.com/f301bc185442428788a5f8839ced29f4/79b85dd367214c39a5872d9a223d4e8b.jpg,-82%,"₩3,000","₩16,500",Steam
Just Die Already,https://www.greenmangaming.com/games/just-die-already-pc/,https://images.greenmangaming.com/12105f7bafd64a088c04adf37fe44a42/0db8a30a66b945c78be2be2382442cc4.jpg,-83%,"₩2,700","₩15,500",Steam
KeyWe,https://www.greenmangaming.com/games/keywe-pc/,https://images.greenmangaming.com/35dbcf40ef054f7abe887eace13e3d00/948bf5c7f0874f3cb8a228299bfd5b35.jpg,-83%,"₩4,500","₩26,000",Steam
Unrailed!,https://www.greenmangaming.com/games/unrailed-pc/,https://images.greenmangaming.com/4e8f974b4ffb41e898e79df3a205a07f/7b323dc2d69947119380f95207e9e2e8.jpg,-80%,"₩4,800","₩24,000",Steam
Age of Darkness: Final Stand,https://www.greenmangaming.com/games/age-of-darkness-final-stand-pc/,https://images.greenmangaming.com/9e3c1b2e4e5a47b2a10a70344aa1510c/8b7f7c0e0302414188e687b5f718f3cf.jpg,-50%,"₩14,800","₩29,500",Steam
Fishing Sim World®: Pro Tour + Quad Lake Pass Bundle,https://www.greenmangaming.com/games/fishing-sim-world-pro-tour-quad-lake-pass-bundle-pc/,https://images.greenmangaming.com/564caed098804d08b53decd9993455b6/b3366653f440427b9897060917d19e61.jpg,-80%,"₩11,700","₩58,500",Steam
Stubbs the Zombie in Rebel Without a Pulse,https://www.greenmangaming.com/games/stubbs-the-zombie-in-rebel-without-a-pulse-pc/,https://images.greenmangaming.com/ae1787596daf496bab17e1563aff7971/93b9b30ae72747acb0173a3a5c164655.jpg,-82%,"₩3,700","₩20,500",Steam
God's Trigger,https://www.greenmangaming.com/games/gods-trigger-pc/,https://images.greenmangaming.com/84759d2dd38b47d29bfb4be25541ce2a/6c1c5044a5384c21bccd914279237daf.jpg,-83%,"₩2,800","₩16,000",Steam
Bound By Flame,https://www.greenmangaming.com/games/bound-by-flame/,https://images.greenmangaming.com/fb47628e38d34a9cafeadd3a4246a526/dffea28892774077a3d54eab6412336b.jpg,-79%,"₩2,200","₩10,600",Steam
Mind Zero,https://www.greenmangaming.com/games/mind-zero-fd09a0b6-en.aspx/,https://images.greenmangaming.com/728b370524be40fbbbec934ebc6e9b18/3b6fd0c6ed5745da87a49e43906a1da7.jpg,-83%,"₩3,600","₩21,000",Steam
Worms Reloaded: Game of the Year Edition,https://www.greenmangaming.com/games/worms-reloaded-game-of-the-year-edition/,https://images.greenmangaming.com/8a0bf88667164da69f1e8c0e1e2fe481/6336221af77341a1a9f8effa95402d57.jpg,-82%,"₩4,900","₩27,000",Steam
Hokko Life,https://www.greenmangaming.com/games/hokko-life-pc/,https://images.greenmangaming.com/c75ba04a5cad4936bcb5ed50914f0e5c/c959a36ac7f64acda94879536464ff63.jpg,-82%,"₩3,700","₩20,500",Steam
Warhammer Age of Sigmar: Realms of Ruin Deluxe Edition,https://www.greenmangaming.com/games/warhammer-age-of-sigmar-realms-of-ruin-deluxe-edition-pc/,https://images.greenmangaming.com/be4c0687663a48a290f1020674bea66a/faa767f6be524b78a5ea925eda32244b.jpg,-83%,"₩12,500","₩73,500",Steam
Titan Quest Anniversary Edition,https://www.greenmangaming.com/games/titan-quest-anniversary-edition/,https://images.greenmangaming.com/33608615adff4f0388c5b8feda0cede2/02dd525d92fc4a7c90ff8da250b7987e.jpg,-75%,"₩5,000","₩20,000",Steam
Codename: Panzers Bundle,https://www.greenmangaming.com/games/codename-panzers-bundle/,https://images.greenmangaming.com/6a096bbe3ad04dd088d9274c717f73e3/194e0f40817548268dcb83402d16b5f4.jpg,-80%,"₩6,000","₩30,000",Steam
War Hospital,https://www.greenmangaming.com/games/war-hospital-pc/,https://images.greenmangaming.com/8e3e110885334a10ac1943d1f2edfb8d/fdd8360c086a4f17b277d0cc685a8b36.jpg,-84%,"₩5,200","₩32,000",Steam
Desperados III: Digital Deluxe Edition,https://www.greenmangaming.com/games/desperados-iii-digital-deluxe-edition-pc/,https://images.greenmangaming.com/b71855a673014419be3b16391dc0f89d/7b4ff631ce094b2db4580745a55f50f2.jpg,-75%,"₩13,100","₩52,200",Steam
Moving Out,https://www.greenmangaming.com/games/moving-out-pc/,https://images.greenmangaming.com/7e4d1630bde94ba78e1790aa45a74f11/af387c0bf25d4c84a4d7e3564abf6445.jpg,-82%,"₩4,700","₩26,000",Steam
Cat Quest,https://www.greenmangaming.com/games/cat-quest-pc/,https://images.greenmangaming.com/18b47c79f4444fd091121ff2ef046780/0bb8bca8bd8e401b97f57018303b6e68.jpg,-80%,"₩2,800","₩14,000",Steam
Warhammer Age of Sigmar: Realms of Ruin,https://www.greenmangaming.com/games/warhammer-age-of-sigmar-realms-of-ruin-pc/,https://images.greenmangaming.com/53184605ee0f49c4a7656ea70ac8989f/12bd70fd4c754bbe81cf516e40337ffe.jpg,-83%,"₩10,800","₩63,000",Steam
XBlaze Code: Embryo,https://www.greenmangaming.com/games/xblaze-code-embryo-pc/,https://images.greenmangaming.com/ff965c3c014e463588d7ed466fbefa54/8c55785240554fc08f68801b2ad3b6fc.jpg,-83%,"₩3,600","₩21,000",Steam
The Catch: Carp and Coarse Deluxe Edition,https://www.greenmangaming.com/games/the-catch-carp-and-coarse-deluxe-edition-pc/,https://images.greenmangaming.com/b26c47e720a644da8d519c76ada36fdf/ef7bed4e632b43edaa7a2a04cd974c56.jpg,-80%,"₩6,200","₩31,000",Steam
The Book of Unwritten Tales Collection,https://www.greenmangaming.com/games/the-book-of-unwritten-tales-collection/,https://images.greenmangaming.com/0d2851127327454e8171a2f2643749f6/01d434acfb724c9c85bf4d92a91cf008.jpg,-80%,"₩14,000","₩70,000",Steam
Banner of the Maid,https://www.greenmangaming.com/games/banner-of-the-maid-pc/,https://images.greenmangaming.com/1d62640b7a1b46c384b2eba6807c5163/2311395799844aaab063df4b3f6ad176.jpg,-83%,"₩3,000","₩17,500",Steam
Prince of Persia: The Warrior Within,https://www.greenmangaming.com/games/prince-of-persia-the-warrior-within/,https://images.greenmangaming.com/22d2402c4e2748bdb87fc8d2a9ccdbc1/4760a97a7c654f3098bc1582722646c4.jpg,-82%,"₩2,000","₩11,000",Uplay
Bad North: Jotunn Deluxe Edition,https://www.greenmangaming.com/games/bad-north-jotunn-edition-deluxe-edition-pc/,https://images.greenmangaming.com/3bae2e9b44314f5caf4964ae9171541e/2da297f13c00433aab268a732ad4a897.jpg,-82%,"₩4,000","₩21,900",Steam
Hotshot Racing,https://www.greenmangaming.com/games/hotshot-racing-pc/,https://images.greenmangaming.com/1a0d661271034133af03f72058f23262/d664176cbe3044be8dd8e5c410cd1381.jpg,-83%,"₩3,500","₩20,500",Steam
Roguebook,https://www.greenmangaming.com/games/roguebook-pc/,https://images.greenmangaming.com/3056975b62794ecc8e604af057a835f2/7e91c40c0bb54554b5a3bb03bf4460ea.jpg,-84%,"₩4,200","₩26,000",Steam
Shady Part of Me,https://www.greenmangaming.com/games/shady-part-of-me-pc/,https://images.greenmangaming.com/2d9d67bc1eed46c99f6b6807f2d4d4ba/3cffdabf51bc4a9e9064efee22c3c2d0.jpg,-80%,"₩4,600","₩22,700",Steam
X4: Foundations,https://www.greenmangaming.com/games/x4-foundations-pc/,https://images.greenmangaming.com/5895df6846334519b48f8d21980c7936/d9f1fa6e179f4f4a85cfe8e9a94a5a6b.jpg,-74%,"₩13,600","₩53,000",Steam
Atomicrops,https://www.greenmangaming.com/games/atomicrops-pc/,https://images.greenmangaming.com/2003fd3b2f414171ad1278fbf3726720/0a3df9a4d1554be28010bff060d234cf.jpg,-82%,"₩3,000","₩16,500",Steam
Cris Tales,https://www.greenmangaming.com/games/cris-tales-pc/,https://images.greenmangaming.com/17690bb8a7d847d590e77f8c1155a0ba/f1acea89d90e4941882250500472a599.jpg,-83%,"₩7,000","₩41,000",Steam
Rock of Ages 3: Make & Break,https://www.greenmangaming.com/games/rock-of-ages-3-make-break-pc/,https://images.greenmangaming.com/cbc6a79c67524a908ea05e77ef07b2ac/f2d3c6a4540b4e9e80b0432e10eadfed.jpg,-83%,"₩5,300","₩31,000",Steam
GUILTY GEAR XX ACCENT CORE PLUS R,https://www.greenmangaming.com/games/guilty-gear-xx-accent-core-plus-r-pc/,https://images.greenmangaming.com/9c3c35428ecf4835ad6648984b5ffce3/2de43792938249eeac37ad30338e1890.jpg,-77%,"₩3,700","₩16,000",Steam
Borderlands 3 Super Deluxe Edition (EPIC),https://www.greenmangaming.com/games/borderlands-3-super-deluxe-edition-epic-pc/,https://images.greenmangaming.com/044f8ee7c5e544fcbd6a2f7e38b16f71/5327858a92764a26a075359910b1c617.jpg,-82%,"₩16,100","₩88,900",Epic Games
Apsulov: End of Gods,https://www.greenmangaming.com/games/apsulov-end-of-gods-pc/,https://images.greenmangaming.com/3401f00e975949879a5dcff832bad0b6/f272d3238c764508aaca31e2c1c5942b.jpg,-80%,"₩4,300","₩21,500",Steam
Extinction Deluxe Edition,https://www.greenmangaming.com/games/extinction-deluxe-edition-pc/,https://images.greenmangaming.com/ba2976ffd8384fcbb7b88e7597538a3a/7f389da6955842429254819b755bdab1.jpg,-83%,"₩7,000","₩41,000",Steam
Asterix & Obelix XXL Collection,https://www.greenmangaming.com/games/asterix-obelix-xxl-collection-pc/,https://images.greenmangaming.com/18ce38db992b4aa6a212f266c7a4df0b/8420cd4351a5489cbe5b1d754cec9804.jpg,-80%,"₩9,800","₩49,000",Steam
UNDER NIGHT IN-BIRTH Exe:Late[cl-r],https://www.greenmangaming.com/games/under-night-in-birth-exe-late-st/,https://images.greenmangaming.com/57a27baf34ec496f9d3e4f75d5e677e7/3c45ada901e149c2aa8b1480046186fb.jpg,-80%,"₩8,200","₩41,000",Steam
Fishing Sim World®: Pro Tour: Deluxe Edition,https://www.greenmangaming.com/games/fishing-sim-world-pro-tour-deluxe-edition-pc/,https://images.greenmangaming.com/9a2ee2c564214b30bd7e8e2ce9bf75a4/8183155c6a6e475a8dc3797eb5129d36.jpg,-80%,"₩5,200","₩26,000",Steam
Arcana Heart 3 LOVEMAX SIXSTARS!!!!!! XTEND,https://www.greenmangaming.com/games/arcana-heart-3-lovemax-sixstars-xtend-pc/,https://images.greenmangaming.com/a938ac509e0e4ebbb840295529576b46/98018e285b424456a25382c4f6cfcbf4.jpg,-80%,"₩6,400","₩32,000",Steam
Soulstice,https://www.greenmangaming.com/games/soulstice-pc/,https://images.greenmangaming.com/05785711559641568420474634b96381/6b601ec5a9c54be4be38bbebdb375998.jpg,-83%,"₩7,000","₩41,000",Steam
White Noise 2,https://www.greenmangaming.com/games/white-noise-2-pc/,https://images.greenmangaming.com/c740a05536584a068288846f9c370a7a/ba0f7bc01df64b6b84a123260742e06b.jpg,-83%,"₩1,900","₩11,000",Steam
The Escapists,https://www.greenmangaming.com/games/the-escapists/,https://images.greenmangaming.com/f10365abdf3540c69f5d185544a528a4/fd36389a3fe84bf2b42267c51a665909.jpg,-82%,"₩3,500","₩19,000",Steam
Yooka-Laylee and the Impossible Lair,https://www.greenmangaming.com/games/yooka-laylee-and-the-impossible-lair-pc/,https://images.greenmangaming.com/c4bd4f0f9937418cb9b80d869eff0e90/ac3054f3f4fb498abfbf612796796f84.jpg,-82%,"₩5,600","₩31,000",Steam
